tdat,season,visitID,surveyID,date,dts,dtf,bidID,trmt,area,observer,approach,wind,heat,precip,clouds,dry,moist,flooded,green,dead,straw,bare,residue,stub50,stub200,veg50,veg200,water50,water200,program,ID,IDNUM,comments,cover,clods,levee,American.Avocet,Baird.s.Sandpiper,Bar.tailed.Godwit,Black.bellied.Plover,Black.necked.Stilt,Dunlin,Greater.Yellowlegs,Killdeer,Least.Sandpiper,Lesser.Yellowlegs,Long.billed.Curlew,Long.billed.Dowitcher,Marbled.Godwit,Pectoral.Sandpiper,Red.necked.Phalarope,Semipalmated.Plover,Solitary.sandpiper,Unidentified.Dowitcher,Unidentified.Peep,Unidentified.Phalarope,Unidentified.Plover,Unidentified.shorebird,Unidentified.Yellowlegs,Western.Sandpiper,Whimbrel,Wilson.s.Phalarope,Wilson.s.Snipe,American.Bittern,Caspian.Tern,Cattle.Egret,Forster.s.Tern,Great.Blue.Heron,Great.Egret,Green.Heron,Sandhill.Crane,Snowy.Egret,White.faced.Ibis,American.Wigeon,Blue.winged.Teal,Bufflehead,Cackling.Goose,Canada.Goose,Canvasback,Cinnamon.Teal,Common.Gallinule,Eared.Grebe,Eurasian.Wigeon,Gadwall,Goldeneye,Greater.White.fronted.Goose,Green.winged.Teal,Horned.Grebe,Lesser.Scaup,Mallard,Mute.Swan,Northern.Pintail,Northern.Shoveler,Pied.billed.Grebe,Redhead,Ross.s.Goose,Ruddy.Duck,Snow.Goose,Sora,Trumpeter.Swan,Tundra.Swan,Unidentified.dabbling.duck,Unidentified.dark.Goose,Unidentified.diving.duck,Unidentified.duck,Unidentified.Grebe,Unidentified.Swan,Unidentified.white.Goose,Wood.Duck,Virginia.Rail,American.Coot,Cooper.s.Hawk,Sharp.shinned.Hawk,Red.shouldered.Hawk,Red.tailed.Hawk,Swainson.s.Hawk,Unidentified.Buteo,Double.crested.Cormorant,American.Crow,Common.Raven,Bald.Eagle,Golden.Eagle,American.Kestrel,Merlin,Peregrine.Falcon,Prairie.Falcon,California.Gull,Franklin.s.Gull,Herring.Gull,Ring.billed.Gull,Unidentified.Gull,Unidentified.small.Gull,Northern.Harrier,Belted.Kingfisher,White.tailed.Kite,American.White.Pelican,Turkey.Vulture,stubx,vegx,waterx,totbirds,shorebirds,wadingbirds,waterfowl,density,dens.shore,dens.wader,dens.wfowl,logdens.shore,logdens.wader,logdens.wfowl,richness,rich.shore,rich.wader,rich.wfowl,diversity,div.shore,div.wader,div.wfowl,waterxcm,stubxcm,vegxcm,date1,date2,date3,tdat2
t1,t1.spring2014,A1438,C025,2/19/2014,2/19/2014 12:04,2/19/2014 12:09,225,Control,12.59,Kelsey Navarre,On foot,leaves in motion,none,none,30,20,20,40,0,20,0,60,yes,7,5,1,1,3,3,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,39,7,0,0,3.097696585,0.555996823,0,0,0.442116384,0,0,4,3,0,0,0.642150859,0.955699891,0,0,7.62,15.24,2.54,2/19/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1441,C001,2/19/2014,2/19/2014 12:17,2/19/2014 12:20,224,Control,8.49,Kelsey Navarre,Truck,leaves lifted up,none,none,30,0,40,10,0,0,0,90,no,1,1,1,1,0,0,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0.23557126,0.23557126,0,0,0.211533422,0,0,1,1,0,0,0,0,0,0,0,2.54,2.54,2/19/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1444,M017,2/19/2014,2/19/2014 12:24,2/19/2014 12:28,224,Treatment,9.49,Kelsey Navarre,On foot,leaves lifted up,none,none,30,0,0,90,0,20,0,10,yes,5,5,1,1,3,3,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,12.7,2.54,2/19/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1447,M128,2/19/2014,2/19/2014 13:20,2/19/2014 13:22,243,Treatment,4.78,Kelsey Navarre,Truck,leaves lifted up,none,none,30,0,0,100,0,0,0,0,yes,1,1,1,1,3,3,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,2.54,2.54,2/19/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A145,M131,2/3/2014,2/3/2014 15:04,2/3/2014 15:15,203,Treatment,8.43,Emily Wells,Truck,air felt on face,none,none,30,0,0,40,0,40,80,20,yes,5,5,NA,NA,0,0,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,5,4,1,0,0.59311981,0.474495848,0.118623962,0,0.388316134,0.112099325,0,2,1,1,0,0.500402424,0,0,0,0,12.7,NA,2/3/2014,2/1/2014,2/1/2014,Spring 2014
t1,t1.spring2014,A1450,M120,2/19/2014,2/19/2014 13:30,2/19/2014 13:56,243,Treatment,14.79,Kelsey Navarre,Truck,leaves in motion,none,none,30,0,0,100,10,0,0,0,no,1,1,7,7,5,5,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,134,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,1105,0,0,885,74.71264368,0,0,59.83772819,0,0,4.108210126,5,0,0,4,0.994807255,0,0,0.61887736,12.7,2.54,17.78,2/19/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1453,M048,2/19/2014,2/19/2014 14:09,2/19/2014 14:12,255,Treatment,10.4,Kelsey Navarre,Truck,leaves in motion,none,none,30,0,0,100,30,0,0,0,no,1,1,11,5,3,3,SR14-8wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,8,3,63,0,0,0,6.057692308,0,0,0,0,0,0,3,0,0,0,0.22175428,0,0,0,7.62,2.54,20.32,2/19/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1456,M064,2/19/2014,2/19/2014 14:18,2/19/2014 14:21,255,Treatment,9.47,Kelsey Navarre,Truck,leaves lifted up,none,none,30,0,0,100,10,0,0,0,no,1,1,7,7,3,3,SR14-8wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,2.54,17.78,2/19/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1459,M138,2/20/2014,2/20/2014 12:37,2/20/2014 12:38,202,Treatment,5.8,Simon Avery,ATV,small trees sway,none,none,50,0,0,100,0,0,0,0,no,1,1,1,1,9,9,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9,29,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0.149994924,0,0,0,22.86,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1462,M004,2/20/2014,2/20/2014 12:47,2/20/2014 12:53,202,Treatment,7.99,Simon Avery,ATV,small trees sway,none,none,50,0,0,100,0,0,0,0,no,1,1,1,1,7,7,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,110,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,365,0,0,350,45.68210263,0,0,43.80475594,0,0,3.802314293,5,0,0,3,1.234150337,0,0,1.097787844,17.78,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1465,M081,2/20/2014,2/20/2014 13:00,2/20/2014 13:01,202,Treatment,8.23,Simon Avery,ATV,small trees sway,none,none,50,0,0,100,0,0,0,0,no,1,1,1,1,5,5,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,14,14,0,0,1.70109356,1.70109356,0,0,0.993656713,0,0,2,2,0,0,0.257318641,0.257318641,0,0,12.7,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1468,M031,2/20/2014,2/20/2014 13:15,2/20/2014 13:21,202,Treatment,8.09,Simon Avery,ATV,leaves lifted up,none,none,50,0,0,60,0,0,0,40,no,1,1,1,1,1,1,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,2,0.86526576,0,0,0.247218789,0,0,0.220916103,3,0,0,1,0.955699891,0,0,0,2.54,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1471,M092,2/20/2014,2/20/2014 10:53,2/20/2014 10:57,226,Treatment,5.66,Simon Avery,Truck,leaves in motion,light,none,30,0,0,90,0,20,0,10,no,3,5,1,1,1,3,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,54,1,43,0,9.540636042,0.176678445,7.597173145,0,0.162695592,2.151433445,0,4,1,2,0,0.65550303,0,0.110453047,0,5.08,10.16,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1474,M047,2/20/2014,2/20/2014 11:08,2/20/2014 11:11,226,Treatment,9.84,Simon Avery,Truck,leaves in motion,light,none,40,0,0,100,0,10,0,0,no,7,7,1,1,7,7,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,27,0,0,0,2.743902439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.78,17.78,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1477,M063,2/20/2014,2/20/2014 13:48,2/20/2014 14:00,202,Treatment,17.01,Simon Avery,ATV,small trees sway,none,none,40,0,0,100,0,20,0,0,yes,7,7,1,1,7,7,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,104,26,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,455,0,0,428,26.74897119,0,0,25.16166961,0,0,3.264295347,5,0,0,4,1.322196084,0,0,1.16625284,17.78,17.78,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A148,M069,2/3/2014,2/3/2014 15:23,2/3/2014 15:30,203,Treatment,8.72,Kelsey Navarre,Truck,air felt on face,none,none,10,0,0,100,0,30,0,0,yes,5,5,1,1,5,5,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,147,0,0,50,16.85779817,0,0,5.733944954,0,0,1.907161146,2,0,0,1,0.641125681,0,0,0,12.7,12.7,2.54,2/3/2014,2/1/2014,2/1/2014,Spring 2014
t1,t1.spring2014,A1480,M145,2/20/2014,2/20/2014 11:17,2/20/2014 11:32,226,Treatment,8.37,Simon Avery,Truck,leaves in motion,light,none,40,0,0,60,0,20,0,20,no,5,5,1,1,5,5,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,253,6,0,240,30.22700119,0.716845878,0,28.67383513,0.540488816,0,3.390265685,6,2,0,2,0.793505484,0.450561209,0,0.562335145,12.7,12.7,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1483,M110,2/20/2014,2/20/2014 14:16,2/20/2014 14:23,202,Treatment,9.48,Simon Avery,ATV,leaves lifted up,none,none,30,0,0,100,0,30,0,0,yes,9,9,1,1,7,5,SR14-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,2,0,118,61,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,1,6,410,0,0,351,43.24894515,0,0,37.02531646,0,0,3.63825216,8,0,0,5,1.605772228,0,0,1.365618418,15.24,22.86,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1486,M094,2/20/2014,2/20/2014 12:15,2/20/2014 12:27,201,Treatment,6.92,Simon Avery,Truck,leaves in motion,light,none,60,0,0,100,0,10,0,0,no,5,5,1,1,3,5,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,44,0,200,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,291,0,0,287,42.05202312,0,0,41.47398844,0,0,3.748891852,5,0,0,4,0.982388526,0,0,0.922489769,10.16,12.7,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1489,M066,2/20/2014,2/20/2014 12:34,2/20/2014 12:38,201,Treatment,7.56,Whitney Pyatt,Truck,leaves lifted up,none,none,50,0,0,100,0,10,0,0,,9,9,1,1,9,7,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,26,0,0,0,3.439153439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.32,22.86,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1492,M020,2/20/2014,2/20/2014 12:44,2/20/2014 12:50,201,Treatment,11.12,Whitney Pyatt,Truck,leaves in motion,none,none,60,0,0,100,0,10,0,0,,7,7,1,1,5,5,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,60,0,1,0,5.395683453,0,0.089928058,0,0,0.086111692,0,2,0,1,0,0.084766076,0,0,0,12.7,17.78,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1495,C019,2/20/2014,2/20/2014 12:55,2/20/2014 12:59,201,Control,11.26,Whitney Pyatt,Truck,leaves in motion,none,none,60,0,0,100,0,10,0,0,,5,7,1,1,5,5,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,15.24,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1498,C035,2/20/2014,2/20/2014 13:05,2/20/2014 13:09,201,Control,12.31,Whitney Pyatt,Truck,leaves in motion,none,none,60,0,0,100,0,0,0,0,,7,7,1,1,5,7,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24,17.78,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1501,C027,2/20/2014,2/20/2014 13:16,2/20/2014 13:22,201,Control,7.32,Whitney Pyatt,Truck,leaves in motion,light,none,60,0,0,100,0,10,0,0,,5,9,1,1,5,7,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,65,0,0,65,8.879781421,0,0,8.879781421,0,0,2.290490388,1,0,0,1,0,0,0,0,15.24,17.78,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1504,C007,2/20/2014,2/20/2014 13:44,2/20/2014 13:48,246,Control,6.84,Whitney Pyatt,Truck,leaves in motion,none,none,40,40,60,0,0,0,10,90,no,1,1,1,1,0,0,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1507,C011,2/20/2014,2/20/2014 13:53,2/20/2014 14:01,246,Control,10.05,Whitney Pyatt,Truck,air felt on face,none,none,40,70,30,0,0,0,10,90,no,1,1,1,1,0,0,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A151,M009,2/3/2014,2/3/2014 15:38,2/3/2014 15:50,203,Treatment,9.09,Emily Wells,Truck,air felt on face,none,none,15,0,0,50,0,50,0,50,yes,5,5,1,1,3,3,SR14-6wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,5,1,3,25,16,1,0,2.750275028,1.760176018,0.110011001,0,1.015294452,0.104369926,0,6,3,1,0,1.489319997,0.921493431,0,0,7.62,12.7,2.54,2/3/2014,2/1/2014,2/1/2014,Spring 2014
t1,t1.spring2014,A1510,C023,2/20/2014,2/20/2014 14:21,2/20/2014 14:25,246,Control,9.19,Whitney Pyatt,Truck,leaves in motion,light,none,40,80,20,0,0,0,30,0,no,1,1,1,1,0,0,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
t1,t1.spring2014,A1513,C015,2/20/2014,2/20/2014 14:29,2/20/2014 14:35,246,Control,8.25,Whitney Pyatt,Truck,leaves in motion,light,none,40,0,100,0,0,0,30,70,no,1,1,1,1,0,0,SR14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,2/20/2014,2/19/2014,2/16/2014,Spring 2014
